,Id,User,Tweet,tr_tweet
374,375,mfatahilahakbar,"Postingan istri pagi ni 
Setelah bantuin anak kelas 2 ad kegiatan kewirausahaan. Sdh di sekolah jam 6 pagi

Jadi mau tua lebih cepat atau tidak, semua itu memang siklus hidup.

Yg penting saling menghargai, mau punya anak / childfree

Kunci kebahagian is the key of happiness https://t.co/ZyCWU3q5Vi","Wife's post this morning
After helping grade 2 children there were entrepreneurial activities. Already at school at 6 am

So whether you want to get old faster or not, all of that is indeed a life cycle.

The important thing is mutual respect, want to have children / childfree

The key to happiness is the key to happiness https://t.co/ZyCWU3q5Vi"
375,376,selfyHY,Childfree? Et dia gak tau kali kalo nnti meninggoy doa siapa yg paling cpt sampe kalo bukan doa dr anak sholeh sholehah.,Childfree? And he doesn't know when he's going to pray whose prayer will arrive the fastest if it's not a prayer from a pious child.
376,377,Megowarsianto,Bahasa betawi childfree mah mandul,Childfree Betawi language is barren
377,378,ellyNPuji,"Logikanya, kalau si nenek childfree gak akan lahir cucu yang suka becanda gitu😄

Dalam Islam pernikahan adalah ibadah, bukan sekedar keputusan untuk happy happy.

Menikah merupakan ikhtiar untuk mempersiapkan generasi yang mewarisi kesalehan dan keimanan kepada Allah Ta'ala https://t.co/iRZ7hwe2Ll","Logically, if the grandmother is childfree, grandchildren who like to joke around will not be born

In Islam, marriage is worship, not just a decision to be happy.

Getting married is an endeavor to prepare generations to inherit piety and faith in Allah Ta'ala https://t.co/iRZ7hwe2Ll"
378,379,superhighwaygal,Childfree? Aku sih yes!,Childfree? I do yes!
379,380,dondihananto,"Twitter emang selalu butuh keributan yha

Gue sih intinya balik ke masing2 lah. Mau childfree, mau anak banyak, yg penting tanggung jawab sama keputusan &amp; konsekuensinya. Jgn nyusahin org lain &amp; gausah maksa2 jg org lain harus gmn

Ngurus hidup sendiri udah ribet","Twitter always needs a commotion

I'm basically going back to both of them. Want to be childfree, want lots of children, what's important is responsibility for decisions &amp; the consequences. Don't bother other people &amp; don't force other people what to do

Taking care of your own life is complicated"
380,381,Iicann3,"kocak juga ya jadi gita dimusuhin ibuibu posyandu seindonesia, ya mending childfree dari pada bayi dikasih kopi, anak ketingggalan direst area, ga ngawasin anak ceck out shoppe berjuta juta. HIYAAAAAAA","It's also hilarious that Gita is antagonized by posyandu mothers from all over Indonesia, yes, it's better to be childfree than giving babies coffee, children left behind at the rest area, not watching over children checking out shops with millions. HIYAAAAAAA"
381,382,adheabuhafshah,"Kok lucu yaa orang2 childfree ini? Berkaca ke apa orang tua yang nyiksa anak?? 
Terus yang udah berhasil ngedidik anaknya kaga lu pandang gituu?? Ga adil dong ngenbandingin sesuatu ama yang jeleknya ajaa??","How funny are these childfree people? Reflecting on what parents abuse children??
And those who have succeeded in educating their children don't you look at it that way? Isn't it fair to compare something with something bad?"
382,383,megalod0n___,"currently, im all in for childfree. bcos i simply dont believe in nuclear family. can we end this discourse now","currently, im all in for childfree. bcos i simply dont believe in nuclear family. can we end this discourse now"
383,384,topiksudirman,"Gayamu setuju karo Gitasav ""Childfree-childfree"" meh meteng karo sopo we rung nduwe pandangan ndadak nggaya setuju barang. Golek bojo sik ngan lagi setuju, setuju kui cah 2 ora dhewe nek dhewe jenenge opini. Ah mumet ndasku meh mangan tugelan pralon sek.","Your style agrees with Gitasav ""Childfree-childfree"" almost pregnant with someone who has a view suddenly agreeing to something. Finding a wife is just about agreeing, agreeing that the girls are not alone when they have their own opinions. Ah, I'm so dizzy that I almost ate a piece of meat."
384,385,oq_pli,@ginkgo9811 Apakah keputusan buat childfree juga? 🤣,@ginkgo9811 Is the decision for childfree too? 🤣
385,386,LidianaTika,"@fadhlillahii @poponkerok Nah.. maka dari itu,banyak calon2 ortu yg akhirnya milih childfree krn mungkin takut anaknya 'sengsara' atau gampangnya ky cinta laura aja child free krn mau bantuin anak2 lain yg terbengkalai","@fadhlillahii @poponkerok Well.. because of that, many prospective parents end up choosing childfree because maybe they are afraid that their children are 'miserable' or simply just love Laura as child free because they want to help other children who are neglected"
386,387,UmbuAdiputra,"Masyarakat perkotaan NTT semakin miskin semejak september 2019 sampai september 2022.

51,4 T Twitter Blue Childfree #instagramdown #PrayForTurkeyAndSyria #TurkeySyriaEarthquake RCTI Eneng Laras Zootopia 2 Jayapura Toy Story #ANISD

https://t.co/0K34L4nVyy","The urban community in NTT has been getting poorer since September 2019 to September 2022.

51.4 T Twitter Blue Childfree #instagramdown #PrayForTurkeyAndSyria #TurkeySyriaEarthquake RCTI Eneng Laras Zootopia 2 Jayapura Toy Story #ANISD

https://t.co/0K34L4nVyy"
387,388,KhairunBalith,"Masyarakat perkotaan NTT semakin miskin semejak september 2019 sampai september 2022.

51,4 T Twitter Blue Childfree #instagramdown #PrayForTurkeyAndSyria #TurkeySyriaEarthquake RCTI Eneng Laras Zootopia 2 Jayapura Toy Story #ANISD

https://t.co/aSaWgsy0DZ","The urban community in NTT has been getting poorer since September 2019 to September 2022.

51.4 T Twitter Blue Childfree #instagramdown #PrayForTurkeyAndSyria #TurkeySyriaEarthquake RCTI Eneng Laras Zootopia 2 Jayapura Toy Story #ANISD

https://t.co/aSaWgsy0DZ"
388,389,isthatsyfa_,"@hellofinnix @olivstudy @fauzanalrasyid Iyyaa soalnya sbelumnya tuh gua pikir dia orang yg wehh pinter bgtt, sopan siapa yg gamau jdi dia. Gamasalah dia mau childfree kek, Tpi terlepas dia gtu pandangan gua slama ini salahh trnyata hahaha","@hellofinnix @olivstudy @fauzanalrasyid Yes, because before that I thought he was a really smart person, polite who wouldn't want to be him. It doesn't matter if he wants to be childfree, but apart from him, my view has been wrong all this time hahaha"
389,390,KencritGaming,"Punya anak itu hak bukan kewajiban, karena itu pilihan. Tapi, berjuang utk anak itu kewajiban. #childfree https://t.co/Ha2b5kXhzK","Having a child is a right, not an obligation, because it's a choice. But, fighting for children is an obligation. #childfreehttps://t.co/Ha2b5kXhzK"
390,391,isthatsyfa_,@burnmouth_ @ariesbadut @Nanana48590875 Ka cinta yg childfree juga ga se rese gitasav yg bacot sana sini,@burnmouth_ @ariesbadut @Nanana48590875 Do you love childfree ones too?
391,392,hermanaction,"Sing ngomong childfree kuwi durung ngerti wae, nek badha semakin banyak anak income semakin tinggi.","Those who say childfree don't know yet, the more children they have, the higher their income will be."
392,393,andrevolusi,"Permasalahan Childfree kok pd salty yaa
Pdhlkan itu hak2 dia mau childfree mau kaga

Kalau kalian pd mau punya anak ya silhakan
Kalau kalian pd mau childfree ya silahkan","How come the Childfree problem is salty?
Even though it's his rights, he wants to be childfree or not

If you want to have children, that's fine
If you want to be childfree, go ahead"
393,394,limapuluhjutRp,"#childfree
Tetangga : mending punya anak ntar kalo meninggal ada yg ngedoain
Temen gua : kasian anakmu nangis² tuh pngen beli sepeda
Tetangga : jangan terlalu memanjakan anak, biar tahu rasanya berjuang untuk mendapatkan sesuatu
Anak : aku ingin reinkarnasi jd kucing
Gue : nyimak","#childfree
Neighbor: it's better to have children, if someone dies, someone will pray
My friend: I'm sorry your child is crying, I want to buy a bicycle
Neighbor: don't spoil your child too much, so you know what it's like to fight for something
Child: I want to be reincarnated as a cat
Me: listen"
394,395,AFPrt,"Git, gak capek apa?
Menurutku, kamu itu terlalu selfish sama orang. Orang komentar apa, kamu nyambunginya ke A-Z yang diantaranya bisa bikin sakit hati kalau dibaca. 

Ini tuh social media, you know everyone can see your post, and I stand for childfree, but not you..","Git, aren't you tired?
In my opinion, you are too selfish with people. What people comment, you connect them to A-Z, some of which can make your heart hurt when you read them.

This is social media, you know everyone can see your post, and I stand for childfree, but not you.."
395,396,syannastasja,"Childfree mah ga salah. Hak yg punya rahim + rumah tangga. Yg salah itu nganggep anak sumber penuaan dini. Berasa anak tuh cuma seonggok beban
Having a kid is not for everyone. Ngurus anak jg emg ga gampang. Tp kalo ngeliat anak kecil mutlak sbg pure beban mah emg benci aja kali","Childfree isn't wrong. Rights that have a womb + household. What's wrong is to think that children are the source of premature aging. I feel like a child is just a burden
Having a kid is not for everyone. Taking care of children is also not easy. But if you see a small child absolutely as a pure burden, I just hate it"
396,397,irwanyangmana,Childfree jarr. Padahal mandul,Childfree jar. Though mandul
397,398,isthatsyfa_,"@Musashi_Chan11 @julle___ @Firmanzy Gada yg salah ka orang ambil keputusan childfree, bahkan gua yg belum nikah aja ada keoikiran buat childfree. Tpi kamu tau konteks yg gitasav sampaikan ke yg non childfree? It's hurts mbak, siapa yg bisa nerima klo punya anak itu beban malah bikin cepet kriput/tua ?","@Musashi_Chan11 @julle___ @Firmanzy There's nothing wrong with people making the decision to be childfree, even I, who am not married, have thoughts of being childfree. But do you know the context that gitasav conveys to non-childfree people? It's hurts sis, who can accept that having children is a burden and makes them wrinkled/old quickly?"
398,399,dipanggilalwi,kalian kalo punya istri yang pengen childfree gimana?,what if you have a wife who wants to be childfree?
399,400,isthatsyfa_,"@tarry0891 @julle___ @Firmanzy Statement kyak gtu yg bahkan ga sdikit juga orang yg tersinggung sama omongannya. Kmu pikir dia baik ngatain orang stunting dan skrang bikin statement ""childfree bikin awet muda, bisa tidur 8 jam bla bla"" gmna perasaan ibu2 yg lagi berjuang ngerawat anak2 nya skrang?","@tarry0891 @julle___ @Firmanzy A statement like that that not even a few people are offended by what he says. You think it's good for him to talk to people about stunting and now he makes the statement ""childfree keeps you young, can sleep 8 hours blah blah"" how do mothers who are struggling to care for their children now feel?"
400,401,isthatsyfa_,"@tarry0891 @julle___ @Firmanzy gua gamasalah ya anjir dia mau childfree mau kagak kek, malah gua dukung orang2 yg childfree apalagi ka cinta laura. Ka cinta juga bnyak yg dikomen ga enak sama orang2 tpi dia tetep keep perkataannya dimedia sosial, jauh beda sama gitasav yg ngoceh sana sini bahkan sampe bikin -","@tarry0891 @julle___ @Firmanzy I don't have a problem with whether he wants to be childfree or not, instead I support people who are childfree especially if you love Laura. Ka love too, there are lots of comments that people don't like, but he still keeps his words on social media, much different from Gitasav, which rambles here and there, even to the point of making -"
401,402,idanmaulanay,@jalancakung @poponkerok Ama twit yg lo reply aja lo gak ngerti mau jelasin childfree ke org laen,"@jalancakung @poponkerok Just the tweet that you replied to, you don't understand how to explain childfree to other people"
402,403,dpasaribu00,Bakso beranak vs Bakso childfree,Child meatballs vs Childfree meatballs
403,404,dkdlfls_,"Sebenernya ga salah sih kalo si gitasav pgn childfree, toh itu pilihan hidupnya, tapi ga perlu campaign sampe2 merendahkan ibu2 yg punya anak. Aneh","Actually, there's nothing wrong with Gitasav wanting to be childfree, after all, that's his life choice, but there's no need for a campaign that demeans mothers who have children. Strange"
404,405,YulhamE,@_rimpang ada apa sih rame² childfree dari kemarin ? https://t.co/maB705dKeb,@_rimpang What's up with the crowds childfree since yesterday? https://t.co/maB705dKeb
405,406,ALFREDOAGNELLI,"Kalo mau childfree ya bebas2aja, itu pilihan hidup masing2, tp simpen aja jgn koar2, hargai di sekitar kita masih byk yg sdg berjuang utk memiliki keturunan walau sdh menikah lama, bahkan ada yg sdh habis milyaran utk program,agar memiliki keturunan &amp; tdk punya putusnya berusaha.","If you want to be childfree, be free, that's your own life choice, but just save it, don't get excited, appreciate that around us there are still many who are struggling to have children even though they have been married for a long time, some have even spent billions for programs, so that they have children &amp; never stop trying."
406,407,DerryHW,"Haduh ini gaberes beres urusan childfree dan non,

Padahal kayanya kasusnya sesimple tim bubur diaduk dan non diaduk lagi adu argumen,

tapi masalahnya satu sama lain pengen saling mempengaruhi prinsipnya..","Oops, this is gaberes, sorting out childfree and non-childfree affairs,

Even though it seems like the case is as simple as the porridge team stirring and non-stirring it's arguing again,

but the problem is that they want to influence each other in principle.."
407,408,abdulmuhyi196,"Gitasav punya opini sendiri tentang Childfree, oke gppa itu hak dia
Childfree dianggap sbgai solusi terbaik menurutnya ya its oke gppa
Tpi mbokya jempol di kondisikan https://t.co/UhulB7BTiM","Gitasav has his own opinion about Childfree, okay, okay, that's his right
According to him, Childfree is the best solution, yes, its okay, it's okay
But mbokya thumb conditioned https://t.co/UhulB7BTiM"
